transaction_id,customer_id,product_id,quantity,amount,transaction_date
TXN-005423,CUST-00937,PROD-014,5,28500.0,2025-08-09
TXN-005424,CUST-00937,PROD-003,2,2400.0,2025-09-18
TXN-005425,CUST-00937,PROD-005,1,12500.0,2025-11-24
TXN-005426,CUST-00937,PROD-029,3,4560.0,2025-12-16
TXN-005427,CUST-00937,PROD-016,1,3500.0,2026-01-19
TXN-005428,CUST-00937,PROD-023,1,300.0,2026-02-22
TXN-005429,CUST-00937,PROD-008,1,350.0,2026-03-26
TXN-005430,CUST-00937,PROD-018,5,23750.0,2026-05-01
TXN-005431,CUST-00937,PROD-028,2,2200.0,2026-06-05
TXN-005432,CUST-00937,PROD-028,1,1100.0,2026-06-11
TXN-005433,CUST-00937,PROD-014,1,6000.0,2026-06-15
TXN-005434,CUST-00937,PROD-028,2,2200.0,2026-07-04
TXN-005435,CUST-00937,PROD-021,2,3600.0,2026-07-12
TXN-005436,CUST-00937,PROD-003,1,1200.0,2026-07-21
TXN-005437,CUST-00937,PROD-003,5,5700.0,2026-08-10
TXN-005438,CUST-00937,PROD-014,2,12000.0,2026-08-17
TXN-005439,CUST-00938,PROD-001,2,98.0,2023-12-25
TXN-005440,CUST-00938,PROD-023,1,300.0,2024-03-10
TXN-005441,CUST-00939,PROD-016,1,3500.0,2024-11-12
TXN-005442,CUST-00939,PROD-005,2,25000.0,2024-11-17
TXN-005443,CUST-00939,PROD-016,2,7000.0,2025-03-19
TXN-005444,CUST-00939,PROD-021,1,1800.0,2025-03-28
TXN-005445,CUST-00939,PROD-019,1,950.0,2025-03-30
TXN-005446,CUST-00939,PROD-008,2,700.0,2025-05-01
TXN-005447,CUST-00939,PROD-012,3,513.0,2025-10-12
TXN-005448,CUST-00939,PROD-006,1,299.0,2025-11-19
TXN-005449,CUST-00939,PROD-015,1,4500.0,2026-01-06
TXN-005450,CUST-00939,PROD-017,1,8000.0,2026-02-15
TXN-005451,CUST-00939,PROD-013,5,11875.0,2026-02-23
TXN-005452,CUST-00939,PROD-003,1,1200.0,2026-04-04
TXN-005453,CUST-00939,PROD-029,1,1600.0,2026-04-21
TXN-005454,CUST-00939,PROD-002,1,149.0,2026-04-29
TXN-005455,CUST-00939,PROD-005,5,59375.0,2026-05-07
TXN-005456,CUST-00940,PROD-001,2,98.0,2026-05-28
TXN-005457,CUST-00940,PROD-012,2,360.0,2026-05-28
TXN-005458,CUST-00940,PROD-001,1,49.0,2026-05-29
TXN-005459,CUST-00940,PROD-011,1,450.0,2026-08-04
TXN-005460,CUST-00941,PROD-003,1,1200.0,2026-03-02
TXN-005461,CUST-00941,PROD-001,1,49.0,2026-04-07
TXN-005462,CUST-00941,PROD-023,1,300.0,2026-04-27
TXN-005463,CUST-00941,PROD-006,3,852.15,2026-05-02
TXN-005464,CUST-00942,PROD-003,1,1200.0,2025-12-31
TXN-005465,CUST-00942,PROD-007,1,399.0,2026-05-31
TXN-005466,CUST-00943,PROD-011,2,900.0,2025-09-19
TXN-005467,CUST-00943,PROD-010,1,199.0,2025-10-30
TXN-005468,CUST-00943,PROD-010,2,398.0,2026-01-25
TXN-005469,CUST-00943,PROD-023,1,300.0,2026-02-06
TXN-005470,CUST-00943,PROD-002,3,424.65,2026-07-19
TXN-005471,CUST-00944,PROD-008,3,997.5,2024-12-06
TXN-005472,CUST-00944,PROD-022,1,1200.0,2025-03-07
TXN-005473,CUST-00944,PROD-020,3,1852.5,2025-07-03
TXN-005474,CUST-00944,PROD-023,1,300.0,2025-08-03
TXN-005475,CUST-00945,PROD-029,2,3200.0,2023-12-19
TXN-005476,CUST-00945,PROD-006,1,299.0,2024-02-08
TXN-005477,CUST-00945,PROD-012,1,180.0,2025-06-24
TXN-005478,CUST-00945,PROD-021,1,1800.0,2025-12-01
TXN-005479,CUST-00945,PROD-010,1,199.0,2026-04-02
TXN-005480,CUST-00946,PROD-020,1,650.0,2022-03-28
TXN-005481,CUST-00946,PROD-015,5,21375.0,2022-09-14
TXN-005482,CUST-00946,PROD-001,2,98.0,2022-09-23
TXN-005483,CUST-00946,PROD-004,5,22800.0,2022-10-13
TXN-005484,CUST-00946,PROD-013,2,5000.0,2023-11-04
TXN-005485,CUST-00946,PROD-015,2,9000.0,2024-05-26
TXN-005486,CUST-00946,PROD-013,2,5000.0,2025-09-05
TXN-005487,CUST-00947,PROD-003,1,1200.0,2025-09-07
TXN-005488,CUST-00947,PROD-003,1,1200.0,2025-09-22
TXN-005489,CUST-00947,PROD-003,5,5700.0,2025-11-02
TXN-005490,CUST-00947,PROD-006,1,299.0,2025-12-02
TXN-005491,CUST-00947,PROD-015,10,42750.0,2025-12-11
TXN-005492,CUST-00947,PROD-029,1,1600.0,2025-12-18
TXN-005493,CUST-00947,PROD-012,1,180.0,2026-01-18
TXN-005494,CUST-00947,PROD-020,2,1300.0,2026-02-21
TXN-005495,CUST-00947,PROD-021,1,1800.0,2026-03-03
TXN-005496,CUST-00947,PROD-017,10,76000.0,2026-04-26
TXN-005497,CUST-00947,PROD-013,1,2500.0,2026-05-22
TXN-005498,CUST-00947,PROD-003,1,1200.0,2026-06-11
TXN-005499,CUST-00948,PROD-010,1,199.0,2025-08-16
TXN-005500,CUST-00949,PROD-028,3,3135.0,2023-09-30
TXN-005501,CUST-00950,PROD-002,1,149.0,2026-07-06
TXN-005502,CUST-00950,PROD-002,2,298.0,2026-07-29
TXN-005503,CUST-00950,PROD-003,2,2400.0,2026-08-04
TXN-005504,CUST-00950,PROD-023,1,300.0,2026-08-17
TXN-005505,CUST-00951,PROD-011,1,450.0,2026-04-09
TXN-005506,CUST-00951,PROD-009,1,250.0,2026-04-11
TXN-005507,CUST-00951,PROD-003,2,2400.0,2026-07-04
TXN-005508,CUST-00951,PROD-023,1,300.0,2026-07-17
TXN-005509,CUST-00952,PROD-020,1,650.0,2026-02-16
TXN-005510,CUST-00952,PROD-022,3,3420.0,2026-03-29
TXN-005511,CUST-00952,PROD-001,1,49.0,2026-03-31
TXN-005512,CUST-00953,PROD-028,1,1100.0,2024-12-26
TXN-005513,CUST-00953,PROD-013,1,2500.0,2024-12-27
TXN-005514,CUST-00953,PROD-001,2,98.0,2025-01-15
TXN-005515,CUST-00953,PROD-008,2,700.0,2025-02-11
TXN-005516,CUST-00953,PROD-004,1,4800.0,2025-03-29
TXN-005517,CUST-00953,PROD-023,3,855.0,2025-04-29
TXN-005518,CUST-00953,PROD-009,1,250.0,2025-07-17
TXN-005519,CUST-00953,PROD-017,5,38000.0,2025-08-18
TXN-005520,CUST-00953,PROD-009,2,500.0,2026-01-05
TXN-005521,CUST-00953,PROD-013,2,5000.0,2026-01-12
TXN-005522,CUST-00953,PROD-017,1,8000.0,2026-05-26
TXN-005523,CUST-00953,PROD-002,1,149.0,2026-06-28
TXN-005524,CUST-00953,PROD-003,1,1200.0,2026-08-14
TXN-005525,CUST-00953,PROD-001,1,49.0,2026-08-18
TXN-005526,CUST-00954,PROD-006,1,299.0,2025-08-28
TXN-005527,CUST-00954,PROD-012,1,180.0,2025-09-26
TXN-005528,CUST-00955,PROD-008,1,350.0,2025-02-07
TXN-005529,CUST-00955,PROD-022,1,1200.0,2025-02-19
TXN-005530,CUST-00955,PROD-008,1,350.0,2025-03-14
TXN-005531,CUST-00955,PROD-003,1,1200.0,2025-04-23
TXN-005532,CUST-00955,PROD-008,1,350.0,2026-01-20
TXN-005533,CUST-00956,PROD-008,1,350.0,2024-05-12
TXN-005534,CUST-00956,PROD-011,1,450.0,2024-10-22
TXN-005535,CUST-00956,PROD-001,1,49.0,2024-10-26
TXN-005536,CUST-00956,PROD-001,1,49.0,2025-10-03
TXN-005537,CUST-00956,PROD-022,1,1200.0,2025-11-09
TXN-005538,CUST-00956,PROD-003,1,1200.0,2026-03-20
TXN-005539,CUST-00956,PROD-009,1,250.0,2026-05-25
TXN-005540,CUST-00957,PROD-029,1,1600.0,2026-04-25
TXN-005541,CUST-00957,PROD-021,1,1800.0,2026-06-25
TXN-005542,CUST-00957,PROD-019,1,950.0,2026-07-03
TXN-005543,CUST-00958,PROD-011,1,450.0,2024-11-13
TXN-005544,CUST-00958,PROD-022,2,2400.0,2024-11-30
TXN-005545,CUST-00958,PROD-021,2,3600.0,2025-01-06
TXN-005546,CUST-00958,PROD-002,1,149.0,2025-01-12
TXN-005547,CUST-00958,PROD-005,1,12500.0,2025-06-27
TXN-005548,CUST-00958,PROD-019,1,950.0,2025-08-17
TXN-005549,CUST-00958,PROD-004,2,9600.0,2025-09-11
TXN-005550,CUST-00958,PROD-014,2,12000.0,2025-11-22
TXN-005551,CUST-00958,PROD-010,1,199.0,2026-02-21
TXN-005552,CUST-00958,PROD-019,1,950.0,2026-04-21
TXN-005553,CUST-00958,PROD-018,1,5000.0,2026-08-01
TXN-005554,CUST-00958,PROD-002,1,149.0,2026-08-10
TXN-005555,CUST-00959,PROD-011,1,450.0,2021-11-26
TXN-005556,CUST-00959,PROD-028,1,1100.0,2022-06-03
TXN-005557,CUST-00959,PROD-004,2,9600.0,2022-11-04
TXN-005558,CUST-00959,PROD-003,1,1200.0,2022-12-12
TXN-005559,CUST-00959,PROD-018,2,10000.0,2023-03-11
TXN-005560,CUST-00959,PROD-001,1,49.0,2023-03-25
TXN-005561,CUST-00959,PROD-003,2,2400.0,2023-08-18
TXN-005562,CUST-00959,PROD-014,1,6000.0,2023-09-30
TXN-005563,CUST-00959,PROD-015,1,4500.0,2023-11-14
TXN-005564,CUST-00959,PROD-003,1,1200.0,2024-02-13
TXN-005565,CUST-00959,PROD-003,1,1200.0,2024-06-05
TXN-005566,CUST-00959,PROD-015,1,4500.0,2024-08-02
TXN-005567,CUST-00959,PROD-013,5,11875.0,2024-11-01
TXN-005568,CUST-00959,PROD-004,1,4800.0,2025-03-16
TXN-005569,CUST-00959,PROD-004,1,4800.0,2026-04-21
TXN-005570,CUST-00960,PROD-019,1,950.0,2025-12-14
TXN-005571,CUST-00960,PROD-022,1,1200.0,2026-01-20
TXN-005572,CUST-00960,PROD-002,1,149.0,2026-01-22
TXN-005573,CUST-00961,PROD-005,1,12500.0,2023-04-12
TXN-005574,CUST-00961,PROD-017,2,16000.0,2023-08-09
TXN-005575,CUST-00961,PROD-016,2,7000.0,2024-02-21
TXN-005576,CUST-00961,PROD-009,3,712.5,2025-03-12
TXN-005577,CUST-00961,PROD-011,3,1282.5,2025-04-19
TXN-005578,CUST-00961,PROD-028,1,1100.0,2025-05-14
TXN-005579,CUST-00961,PROD-017,5,38000.0,2025-09-20
TXN-005580,CUST-00961,PROD-016,5,16625.0,2025-09-28
TXN-005581,CUST-00961,PROD-022,1,1200.0,2025-11-11
TXN-005582,CUST-00961,PROD-003,1,1200.0,2026-06-25
TXN-005583,CUST-00962,PROD-019,2,1900.0,2026-01-30
TXN-005584,CUST-00962,PROD-011,3,1282.5,2026-04-10
TXN-005585,CUST-00962,PROD-029,1,1600.0,2026-04-27
TXN-005586,CUST-00963,PROD-019,1,950.0,2024-09-13
TXN-005587,CUST-00963,PROD-021,1,1800.0,2025-02-14
TXN-005588,CUST-00963,PROD-007,1,399.0,2025-03-22
TXN-005589,CUST-00963,PROD-019,2,1900.0,2026-01-05
TXN-005590,CUST-00964,PROD-028,1,1100.0,2025-04-24
TXN-005591,CUST-00964,PROD-020,1,650.0,2025-05-24
TXN-005592,CUST-00964,PROD-001,1,49.0,2025-08-01
TXN-005593,CUST-00964,PROD-011,1,450.0,2025-12-02
TXN-005594,CUST-00965,PROD-008,1,350.0,2025-11-14
TXN-005595,CUST-00965,PROD-008,3,997.5,2025-11-20
TXN-005596,CUST-00965,PROD-012,1,180.0,2025-12-09
TXN-005597,CUST-00965,PROD-021,1,1800.0,2026-02-21
TXN-005598,CUST-00965,PROD-011,1,450.0,2026-03-08
TXN-005599,CUST-00965,PROD-002,2,298.0,2026-03-18
TXN-005600,CUST-00965,PROD-021,3,5130.0,2026-04-22
TXN-005601,CUST-00965,PROD-011,1,450.0,2026-05-17
TXN-005602,CUST-00966,PROD-029,3,4560.0,2025-05-29
TXN-005603,CUST-00966,PROD-022,1,1200.0,2025-09-08
TXN-005604,CUST-00966,PROD-006,1,299.0,2025-12-12
TXN-005605,CUST-00966,PROD-028,1,1100.0,2026-04-07
TXN-005606,CUST-00967,PROD-019,1,950.0,2025-09-27
TXN-005607,CUST-00967,PROD-011,1,450.0,2026-01-09
TXN-005608,CUST-00968,PROD-006,1,299.0,2025-09-29
TXN-005609,CUST-00968,PROD-029,3,4560.0,2025-11-12
TXN-005610,CUST-00968,PROD-008,1,350.0,2025-12-19
TXN-005611,CUST-00968,PROD-028,1,1100.0,2026-02-09
TXN-005612,CUST-00969,PROD-028,1,1100.0,2026-03-30
TXN-005613,CUST-00969,PROD-006,1,299.0,2026-04-25
TXN-005614,CUST-00969,PROD-006,1,299.0,2026-05-03
TXN-005615,CUST-00970,PROD-012,1,180.0,2026-02-24
TXN-005616,CUST-00970,PROD-006,2,598.0,2026-05-01
TXN-005617,CUST-00970,PROD-021,1,1800.0,2026-05-02
TXN-005618,CUST-00970,PROD-002,1,149.0,2026-05-17
TXN-005619,CUST-00971,PROD-020,1,650.0,2026-05-13
TXN-005620,CUST-00971,PROD-001,1,49.0,2026-06-10
TXN-005621,CUST-00971,PROD-003,1,1200.0,2026-06-24
TXN-005622,CUST-00971,PROD-028,2,2200.0,2026-07-01
TXN-005623,CUST-00972,PROD-019,1,950.0,2025-01-19
TXN-005624,CUST-00973,PROD-020,1,650.0,2025-03-28
TXN-005625,CUST-00973,PROD-028,2,2200.0,2025-04-01
TXN-005626,CUST-00973,PROD-002,1,149.0,2025-07-26
TXN-005627,CUST-00973,PROD-008,2,700.0,2025-09-08
TXN-005628,CUST-00974,PROD-021,1,1800.0,2023-08-05
TXN-005629,CUST-00974,PROD-028,1,1100.0,2023-08-10
TXN-005630,CUST-00974,PROD-021,1,1800.0,2023-09-24
TXN-005631,CUST-00974,PROD-019,1,950.0,2024-05-20
TXN-005632,CUST-00974,PROD-002,2,298.0,2025-07-31
TXN-005633,CUST-00974,PROD-011,1,450.0,2025-08-21
TXN-005634,CUST-00975,PROD-014,1,6000.0,2023-08-10
TXN-005635,CUST-00975,PROD-014,1,6000.0,2023-08-17
TXN-005636,CUST-00975,PROD-003,1,1200.0,2023-09-19
TXN-005637,CUST-00975,PROD-014,10,57000.0,2024-03-04
TXN-005638,CUST-00975,PROD-014,2,12000.0,2024-08-22
TXN-005639,CUST-00975,PROD-005,2,25000.0,2024-10-03
TXN-005640,CUST-00975,PROD-014,1,6000.0,2024-11-07
TXN-005641,CUST-00975,PROD-005,2,25000.0,2025-02-08
TXN-005642,CUST-00975,PROD-016,5,16625.0,2025-11-15
TXN-005643,CUST-00975,PROD-028,1,1100.0,2026-05-06
TXN-005644,CUST-00975,PROD-003,1,1200.0,2026-06-23
TXN-005645,CUST-00976,PROD-029,2,3200.0,2025-12-11
TXN-005646,CUST-00976,PROD-002,3,424.65,2026-01-19
TXN-005647,CUST-00976,PROD-020,1,650.0,2026-03-10
TXN-005648,CUST-00976,PROD-002,2,298.0,2026-04-20
TXN-005649,CUST-00976,PROD-003,2,2400.0,2026-05-05
TXN-005650,CUST-00976,PROD-019,3,2707.5,2026-06-21
TXN-005651,CUST-00977,PROD-006,1,299.0,2025-10-08
TXN-005652,CUST-00977,PROD-010,3,567.15,2025-11-09
TXN-005653,CUST-00977,PROD-023,3,855.0,2026-02-06
TXN-005654,CUST-00977,PROD-029,1,1600.0,2026-05-31
TXN-005655,CUST-00978,PROD-016,1,3500.0,2022-04-26
TXN-005656,CUST-00978,PROD-005,1,12500.0,2022-05-09
TXN-005657,CUST-00978,PROD-016,1,3500.0,2022-11-14
TXN-005658,CUST-00978,PROD-018,2,10000.0,2022-11-23
TXN-005659,CUST-00978,PROD-011,3,1282.5,2023-03-16
TXN-005660,CUST-00978,PROD-023,2,600.0,2023-07-20
TXN-005661,CUST-00978,PROD-002,2,298.0,2023-09-19
TXN-005662,CUST-00978,PROD-014,1,6000.0,2023-10-23
TXN-005663,CUST-00978,PROD-007,1,399.0,2023-12-29
TXN-005664,CUST-00978,PROD-014,10,57000.0,2025-02-25
TXN-005665,CUST-00978,PROD-003,1,1200.0,2025-07-19
TXN-005666,CUST-00978,PROD-016,2,7000.0,2026-01-02
TXN-005667,CUST-00978,PROD-018,1,5000.0,2026-02-06
TXN-005668,CUST-00978,PROD-004,2,9600.0,2026-07-16
TXN-005669,CUST-00978,PROD-012,2,360.0,2026-08-04
TXN-005670,CUST-00979,PROD-007,1,399.0,2024-03-01
TXN-005671,CUST-00979,PROD-001,1,49.0,2024-10-21
TXN-005672,CUST-00979,PROD-023,1,300.0,2025-06-10
TXN-005673,CUST-00979,PROD-021,2,3600.0,2026-03-31
TXN-005674,CUST-00980,PROD-003,1,1200.0,2026-02-20
TXN-005675,CUST-00980,PROD-023,1,300.0,2026-02-26
TXN-005676,CUST-00980,PROD-001,1,49.0,2026-06-16
TXN-005677,CUST-00981,PROD-002,2,298.0,2024-06-02
TXN-005678,CUST-00981,PROD-022,1,1200.0,2025-05-19
TXN-005679,CUST-00981,PROD-003,2,2400.0,2025-11-28
TXN-005680,CUST-00981,PROD-011,2,900.0,2025-12-11
TXN-005681,CUST-00982,PROD-010,1,199.0,2025-06-29
TXN-005682,CUST-00982,PROD-022,1,1200.0,2025-07-06
TXN-005683,CUST-00982,PROD-020,2,1300.0,2025-07-17
TXN-005684,CUST-00982,PROD-028,1,1100.0,2025-08-07
TXN-005685,CUST-00983,PROD-005,1,12500.0,2023-08-09
TXN-005686,CUST-00983,PROD-010,2,398.0,2024-03-15
TXN-005687,CUST-00983,PROD-017,1,8000.0,2024-03-24
TXN-005688,CUST-00983,PROD-016,2,7000.0,2024-09-29
TXN-005689,CUST-00983,PROD-022,1,1200.0,2025-05-03
TXN-005690,CUST-00983,PROD-006,1,299.0,2025-09-18
TXN-005691,CUST-00983,PROD-002,1,149.0,2025-11-03
TXN-005692,CUST-00984,PROD-015,1,4500.0,2022-11-18
TXN-005693,CUST-00984,PROD-011,1,450.0,2022-12-27
TXN-005694,CUST-00984,PROD-004,2,9600.0,2024-02-07
TXN-005695,CUST-00984,PROD-017,1,8000.0,2024-05-22
TXN-005696,CUST-00984,PROD-003,1,1200.0,2024-12-15
TXN-005697,CUST-00984,PROD-019,1,950.0,2024-12-23
TXN-005698,CUST-00984,PROD-002,1,149.0,2025-02-21
TXN-005699,CUST-00984,PROD-001,1,49.0,2025-07-12
TXN-005700,CUST-00984,PROD-017,5,38000.0,2026-01-28
TXN-005701,CUST-00984,PROD-016,2,7000.0,2026-02-26
TXN-005702,CUST-00984,PROD-001,2,98.0,2026-07-05
TXN-005703,CUST-00985,PROD-003,1,1200.0,2025-05-01
TXN-005704,CUST-00985,PROD-023,1,300.0,2025-11-27
TXN-005705,CUST-00986,PROD-020,1,650.0,2024-11-15
TXN-005706,CUST-00986,PROD-006,1,299.0,2024-11-22
TXN-005707,CUST-00986,PROD-001,1,49.0,2025-02-02
TXN-005708,CUST-00986,PROD-001,3,139.65,2025-02-19
TXN-005709,CUST-00986,PROD-023,1,300.0,2025-07-24
TXN-005710,CUST-00986,PROD-028,2,2200.0,2025-07-29
TXN-005711,CUST-00986,PROD-011,1,450.0,2025-12-10
TXN-005712,CUST-00986,PROD-008,1,350.0,2026-03-20
TXN-005713,CUST-00987,PROD-029,1,1600.0,2026-05-02
TXN-005714,CUST-00987,PROD-012,1,180.0,2026-06-08
TXN-005715,CUST-00988,PROD-020,1,650.0,2024-08-14
TXN-005716,CUST-00988,PROD-020,1,650.0,2024-10-26
TXN-005717,CUST-00988,PROD-023,1,300.0,2024-11-09
TXN-005718,CUST-00988,PROD-022,1,1200.0,2025-06-21
TXN-005719,CUST-00988,PROD-006,1,299.0,2026-06-18
TXN-005720,CUST-00989,PROD-029,2,3200.0,2025-02-01
TXN-005721,CUST-00989,PROD-022,1,1200.0,2025-02-17
TXN-005722,CUST-00989,PROD-028,1,1100.0,2025-12-27
TXN-005723,CUST-00989,PROD-028,1,1100.0,2026-03-10
TXN-005724,CUST-00990,PROD-002,1,149.0,2025-01-31
TXN-005725,CUST-00990,PROD-022,1,1200.0,2025-02-12
TXN-005726,CUST-00990,PROD-022,1,1200.0,2025-05-27
TXN-005727,CUST-00990,PROD-028,1,1100.0,2025-06-29
TXN-005728,CUST-00991,PROD-007,2,798.0,2024-12-07
TXN-005729,CUST-00991,PROD-003,1,1200.0,2025-01-26
TXN-005730,CUST-00991,PROD-008,3,997.5,2025-07-12
TXN-005731,CUST-00992,PROD-008,1,350.0,2026-05-02
TXN-005732,CUST-00992,PROD-010,1,199.0,2026-05-20
TXN-005733,CUST-00992,PROD-012,1,180.0,2026-05-24
TXN-005734,CUST-00993,PROD-006,1,299.0,2024-10-28
TXN-005735,CUST-00993,PROD-011,1,450.0,2025-01-20
TXN-005736,CUST-00993,PROD-009,1,250.0,2025-11-25
TXN-005737,CUST-00994,PROD-001,2,98.0,2025-12-12
TXN-005738,CUST-00994,PROD-007,3,1137.15,2026-02-20
TXN-005739,CUST-00995,PROD-006,2,598.0,2026-04-11
TXN-005740,CUST-00995,PROD-020,1,650.0,2026-04-20
TXN-005741,CUST-00995,PROD-008,1,350.0,2026-05-09
TXN-005742,CUST-00995,PROD-023,1,300.0,2026-05-27
TXN-005743,CUST-00995,PROD-008,1,350.0,2026-06-30
TXN-005744,CUST-00996,PROD-015,1,4500.0,2023-03-08
TXN-005745,CUST-00996,PROD-017,2,16000.0,2023-10-06
TXN-005746,CUST-00996,PROD-018,5,23750.0,2023-11-07
TXN-005747,CUST-00996,PROD-013,5,11875.0,2023-11-19
TXN-005748,CUST-00996,PROD-009,2,500.0,2024-02-20
TXN-005749,CUST-00996,PROD-022,1,1200.0,2024-05-31
TXN-005750,CUST-00996,PROD-017,1,8000.0,2024-06-07
TXN-005751,CUST-00996,PROD-011,1,450.0,2024-09-25
TXN-005752,CUST-00996,PROD-003,5,5700.0,2025-02-02
TXN-005753,CUST-00996,PROD-018,5,23750.0,2025-03-08
TXN-005754,CUST-00996,PROD-004,1,4800.0,2025-03-08
TXN-005755,CUST-00996,PROD-008,1,350.0,2025-09-18
TXN-005756,CUST-00996,PROD-002,1,149.0,2025-10-31
TXN-005757,CUST-00996,PROD-015,2,9000.0,2026-07-10
TXN-005758,CUST-00997,PROD-011,1,450.0,2023-03-29
TXN-005759,CUST-00998,PROD-012,3,513.0,2023-03-13
TXN-005760,CUST-00998,PROD-017,5,38000.0,2023-03-28
TXN-005761,CUST-00998,PROD-016,1,3500.0,2023-05-01
TXN-005762,CUST-00998,PROD-001,2,98.0,2023-05-23
TXN-005763,CUST-00998,PROD-003,1,1200.0,2023-07-16
TXN-005764,CUST-00998,PROD-005,1,12500.0,2023-10-25
TXN-005765,CUST-00998,PROD-005,1,12500.0,2024-01-19
TXN-005766,CUST-00998,PROD-015,5,21375.0,2024-11-07
TXN-005767,CUST-00998,PROD-021,1,1800.0,2025-01-06
TXN-005768,CUST-00998,PROD-005,10,118750.0,2025-01-16
TXN-005769,CUST-00998,PROD-002,1,149.0,2025-09-06
TXN-005770,CUST-00998,PROD-018,1,5000.0,2025-09-23
TXN-005771,CUST-00998,PROD-013,5,11875.0,2025-10-31
TXN-005772,CUST-00998,PROD-016,2,7000.0,2025-12-07
TXN-005773,CUST-00999,PROD-006,2,598.0,2026-04-07
TXN-005774,CUST-01000,PROD-001,1,49.0,2023-01-07
TXN-005775,CUST-01000,PROD-002,1,149.0,2023-01-12
TXN-005776,CUST-01000,PROD-007,1,399.0,2023-06-02
TXN-005777,CUST-01000,PROD-020,1,650.0,2025-01-11
TXN-005778,CUST-01000,PROD-028,2,2200.0,2025-02-02
TXN-005779,CUST-01000,PROD-002,1,149.0,2025-09-05
TXN-005780,CUST-01001,PROD-003,1,1200.0,2024-03-14
TXN-005781,CUST-01001,PROD-021,1,1800.0,2024-06-02
TXN-005782,CUST-01001,PROD-005,1,12500.0,2024-07-14
TXN-005783,CUST-01001,PROD-003,1,1200.0,2024-09-01
TXN-005784,CUST-01001,PROD-016,1,3500.0,2025-02-16
TXN-005785,CUST-01001,PROD-010,1,199.0,2025-03-01
TXN-005786,CUST-01001,PROD-023,1,300.0,2025-08-31
TXN-005787,CUST-01001,PROD-003,1,1200.0,2025-09-21
TXN-005788,CUST-01001,PROD-010,1,199.0,2025-10-03
TXN-005789,CUST-01001,PROD-015,1,4500.0,2025-10-13
TXN-005790,CUST-01001,PROD-015,2,9000.0,2025-12-09
TXN-005791,CUST-01001,PROD-020,3,1852.5,2025-12-16
TXN-005792,CUST-01001,PROD-004,2,9600.0,2026-02-23
TXN-005793,CUST-01001,PROD-015,2,9000.0,2026-03-18
TXN-005794,CUST-01001,PROD-006,1,299.0,2026-05-09
TXN-005795,CUST-01001,PROD-016,5,16625.0,2026-06-14
TXN-005796,CUST-01001,PROD-023,2,600.0,2026-06-18
TXN-005797,CUST-01001,PROD-016,1,3500.0,2026-07-08
TXN-005798,CUST-01001,PROD-004,1,4800.0,2026-07-23
TXN-005799,CUST-01002,PROD-022,1,1200.0,2026-05-30
TXN-005800,CUST-01002,PROD-022,1,1200.0,2026-06-15
TXN-005801,CUST-01003,PROD-007,1,399.0,2025-06-01
TXN-005802,CUST-01004,PROD-021,2,3600.0,2024-10-09
TXN-005803,CUST-01004,PROD-020,1,650.0,2025-05-04
TXN-005804,CUST-01004,PROD-021,2,3600.0,2025-05-22
TXN-005805,CUST-01004,PROD-009,1,250.0,2025-08-08
TXN-005806,CUST-01005,PROD-021,1,1800.0,2024-06-10
TXN-005807,CUST-01005,PROD-002,1,149.0,2025-02-28
TXN-005808,CUST-01006,PROD-007,1,399.0,2026-01-13
TXN-005809,CUST-01006,PROD-020,1,650.0,2026-02-22
TXN-005810,CUST-01007,PROD-010,1,199.0,2026-03-24
TXN-005811,CUST-01007,PROD-021,1,1800.0,2026-04-07
TXN-005812,CUST-01007,PROD-029,1,1600.0,2026-05-12
TXN-005813,CUST-01007,PROD-028,1,1100.0,2026-06-15
TXN-005814,CUST-01007,PROD-009,1,250.0,2026-07-31
TXN-005815,CUST-01008,PROD-007,2,798.0,2025-03-04
TXN-005816,CUST-01008,PROD-002,1,149.0,2025-09-18
TXN-005817,CUST-01008,PROD-007,1,399.0,2025-10-24
TXN-005818,CUST-01008,PROD-008,1,350.0,2026-01-09
TXN-005819,CUST-01009,PROD-019,1,950.0,2025-01-17
TXN-005820,CUST-01009,PROD-011,2,900.0,2025-04-13
TXN-005821,CUST-01009,PROD-020,1,650.0,2025-08-07
TXN-005822,CUST-01009,PROD-002,1,149.0,2025-08-10
TXN-005823,CUST-01009,PROD-001,1,49.0,2026-01-15
TXN-005824,CUST-01009,PROD-021,1,1800.0,2026-03-25
TXN-005825,CUST-01009,PROD-011,2,900.0,2026-03-29
TXN-005826,CUST-01009,PROD-001,1,49.0,2026-04-11
TXN-005827,CUST-01010,PROD-023,1,300.0,2024-04-25
TXN-005828,CUST-01010,PROD-023,1,300.0,2025-12-08
TXN-005829,CUST-01010,PROD-009,1,250.0,2026-01-11
TXN-005830,CUST-01011,PROD-028,1,1100.0,2024-02-15
TXN-005831,CUST-01011,PROD-006,1,299.0,2025-06-19
TXN-005832,CUST-01011,PROD-009,1,250.0,2025-10-09
TXN-005833,CUST-01011,PROD-012,1,180.0,2025-11-21
TXN-005834,CUST-01011,PROD-006,1,299.0,2026-02-22
TXN-005835,CUST-01011,PROD-002,1,149.0,2026-03-31
TXN-005836,CUST-01012,PROD-002,2,298.0,2024-09-26
TXN-005837,CUST-01013,PROD-001,1,49.0,2024-01-19
TXN-005838,CUST-01014,PROD-022,3,3420.0,2023-10-19
