lead_id,company,industry,source,budget,engagement_score,status,created_date,salesperson
LEAD-00448,Zenith Labs,Telecommunications,Partner Channel,5000.0,34.1,New,2026-05-05,Priya Patel
LEAD-00449,Prism Capital,Professional Services & Consulting,Referral,60000.0,87.5,Won,2026-08-10,Emily Watson
LEAD-00450,Apex Solutions,Manufacturing & Industrial,Inbound Demo Request,60000.0,99.0,Negotiation,2026-06-17,Michael Chang
LEAD-00451,Hyperion Labs,Healthcare & Life Sciences,Webinar,8000.0,71.2,Won,2025-11-24,Michael Chang
LEAD-00452,CoreTech Innovations,SaaS & Cloud Software,Organic Search,5000.0,44.8,New,2026-08-05,Michael Chang
LEAD-00453,Zenith Digital,SaaS & Cloud Software,Organic Search,5000.0,57.0,Lost,2025-10-28,Emily Watson
LEAD-00454,CoreTech Digital,Financial Services & FinTech,Referral,15000.0,63.1,Proposal Sent,2025-12-28,Priya Patel
LEAD-00455,Pinnacle Dynamics,SaaS & Cloud Software,Partner Channel,5000.0,28.7,Lost,2026-06-15,Priya Patel
LEAD-00456,Nexus Dynamics,SaaS & Cloud Software,Referral,15000.0,82.0,Won,2025-12-26,Priya Patel
LEAD-00457,Quantum Technologies,Retail & E-Commerce,Referral,35000.0,87.0,Negotiation,2026-07-23,Alex Rivera
LEAD-00458,Catalyst Capital,Telecommunications,Inbound Demo Request,120000.0,71.5,Proposal Sent,2026-08-24,Sarah Jenkins
LEAD-00459,Prism Health,Telecommunications,Referral,15000.0,76.4,Negotiation,2026-03-15,Alex Rivera
LEAD-00460,Velocity Dynamics,Professional Services & Consulting,Referral,120000.0,79.9,Proposal Sent,2026-04-17,David Kim
LEAD-00461,Synapse Logistics,SaaS & Cloud Software,Referral,35000.0,85.3,Won,2026-08-11,Sarah Jenkins
LEAD-00462,Elevate Capital,Professional Services & Consulting,Organic Search,5000.0,33.4,New,2026-03-31,Alex Rivera
LEAD-00463,Beacon Solutions,Media & Entertainment,Webinar,20000.0,43.6,Qualified,2025-09-07,David Kim
LEAD-00464,Starlight Digital,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,57.8,Qualified,2026-07-24,Sarah Jenkins
LEAD-00465,Hyperion Digital,Telecommunications,Referral,35000.0,86.8,Won,2025-12-10,Alex Rivera
LEAD-00466,Catalyst Health,Healthcare & Life Sciences,Cold Outreach,12000.0,42.3,Qualified,2025-12-03,Emily Watson
LEAD-00467,Cognitive Analytics,Telecommunications,Referral,35000.0,80.0,Proposal Sent,2025-10-26,Michael Chang
LEAD-00468,Nexus Dynamics,Media & Entertainment,Referral,35000.0,85.3,Qualified,2025-12-13,David Kim
LEAD-00469,Zenith Systems,SaaS & Cloud Software,Cold Outreach,5000.0,32.1,Contacted,2025-11-10,Sarah Jenkins
LEAD-00470,Apex Technologies,Retail & E-Commerce,Partner Channel,5000.0,54.0,Lost,2026-03-23,Michael Chang
LEAD-00471,Hyperion Innovations,Retail & E-Commerce,Referral,60000.0,98.3,Proposal Sent,2026-01-19,Sarah Jenkins
LEAD-00472,CoreTech Digital,Manufacturing & Industrial,Organic Search,5000.0,39.0,Contacted,2025-12-08,Priya Patel
LEAD-00473,Quantum Labs,Manufacturing & Industrial,Organic Search,12000.0,20.2,Lost,2025-12-14,Priya Patel
LEAD-00474,Aegis Analytics,Telecommunications,Cold Outreach,5000.0,41.4,New,2025-10-06,Michael Chang
LEAD-00475,Cognitive Enterprises,Media & Entertainment,Partner Channel,5000.0,60.0,Lost,2026-06-03,Priya Patel
LEAD-00476,Cognitive Analytics,Healthcare & Life Sciences,LinkedIn Campaign,8000.0,55.1,Qualified,2026-06-19,Priya Patel
LEAD-00477,Starlight Logistics,Financial Services & FinTech,Referral,60000.0,76.3,Qualified,2025-11-22,Emily Watson
LEAD-00478,Velocity Labs,Financial Services & FinTech,LinkedIn Campaign,8000.0,52.5,Contacted,2026-07-12,Priya Patel
LEAD-00479,Aura Enterprises,Telecommunications,LinkedIn Campaign,20000.0,45.9,Won,2026-04-24,Emily Watson
LEAD-00480,Aura Logistics,Manufacturing & Industrial,Webinar,20000.0,59.0,Contacted,2025-11-27,Emily Watson
LEAD-00481,Pinnacle Systems,Financial Services & FinTech,Partner Channel,5000.0,62.3,New,2026-03-17,David Kim
LEAD-00482,Hyperion Health,Media & Entertainment,Partner Channel,25000.0,78.8,Lost,2025-10-01,Priya Patel
LEAD-00483,Starlight Analytics,Telecommunications,Partner Channel,12000.0,52.1,Qualified,2026-04-10,Priya Patel
LEAD-00484,Hyperion Enterprises,Professional Services & Consulting,Partner Channel,25000.0,39.4,New,2025-11-08,Priya Patel
LEAD-00485,Prism Capital,Professional Services & Consulting,Referral,60000.0,75.8,Lost,2025-09-09,Emily Watson
LEAD-00486,Pinnacle Dynamics,Telecommunications,Webinar,20000.0,45.0,Won,2026-03-10,Michael Chang
LEAD-00487,Acro Labs,Professional Services & Consulting,Organic Search,5000.0,39.6,Lost,2025-11-28,Priya Patel
LEAD-00488,Solstice Labs,Retail & E-Commerce,Organic Search,5000.0,41.1,Lost,2026-02-13,Alex Rivera
LEAD-00489,Prism Technologies,Professional Services & Consulting,Organic Search,12000.0,19.3,Lost,2026-07-17,Sarah Jenkins
LEAD-00490,Pinnacle Capital,Manufacturing & Industrial,Cold Outreach,12000.0,50.4,New,2026-01-15,Alex Rivera
LEAD-00491,Quantum Enterprises,Healthcare & Life Sciences,Referral,35000.0,83.3,Proposal Sent,2026-01-11,Priya Patel
LEAD-00492,Zenith Labs,Retail & E-Commerce,LinkedIn Campaign,20000.0,83.6,Won,2026-05-25,Alex Rivera
LEAD-00493,Velocity Systems,SaaS & Cloud Software,Cold Outreach,12000.0,49.9,Qualified,2026-08-23,Alex Rivera
LEAD-00494,Synapse Analytics,SaaS & Cloud Software,Organic Search,5000.0,18.4,Contacted,2025-12-14,Michael Chang
LEAD-00495,Prism Enterprises,SaaS & Cloud Software,Webinar,20000.0,85.5,Qualified,2025-12-27,Emily Watson
LEAD-00496,Prism Solutions,Healthcare & Life Sciences,Organic Search,5000.0,55.4,Contacted,2026-06-17,Alex Rivera
LEAD-00497,Hyperion Technologies,Professional Services & Consulting,Partner Channel,12000.0,62.2,New,2026-05-07,David Kim
LEAD-00498,Velocity Dynamics,SaaS & Cloud Software,Inbound Demo Request,60000.0,64.6,Won,2026-01-16,Priya Patel
LEAD-00499,Meridian Health,SaaS & Cloud Software,Inbound Demo Request,35000.0,74.2,Qualified,2025-12-02,Michael Chang
LEAD-00500,Velocity Dynamics,Telecommunications,Cold Outreach,5000.0,48.5,Contacted,2025-09-07,Priya Patel
LEAD-00501,Pinnacle Solutions,Manufacturing & Industrial,LinkedIn Campaign,45000.0,66.6,Contacted,2026-06-11,Priya Patel
LEAD-00502,Acro Global,Manufacturing & Industrial,Organic Search,5000.0,22.0,Lost,2025-12-20,Priya Patel
LEAD-00503,Solstice Innovations,Healthcare & Life Sciences,Partner Channel,5000.0,30.6,New,2025-12-17,Michael Chang
LEAD-00504,Aura Dynamics,Professional Services & Consulting,Cold Outreach,12000.0,47.6,Lost,2026-05-31,David Kim
LEAD-00505,Apex Systems,Financial Services & FinTech,Webinar,20000.0,67.8,Won,2026-02-04,Sarah Jenkins
LEAD-00506,Quantum Systems,Healthcare & Life Sciences,Inbound Demo Request,15000.0,72.7,Negotiation,2026-08-19,Emily Watson
LEAD-00507,CoreTech Health,Telecommunications,Partner Channel,12000.0,71.3,Qualified,2026-04-04,Michael Chang
LEAD-00508,Catalyst Labs,Telecommunications,Organic Search,12000.0,31.5,Lost,2026-07-11,Priya Patel
LEAD-00509,Synapse Solutions,Financial Services & FinTech,LinkedIn Campaign,8000.0,63.8,Qualified,2025-09-30,Emily Watson
LEAD-00510,CoreTech Capital,SaaS & Cloud Software,Referral,35000.0,65.5,Proposal Sent,2026-01-17,Alex Rivera
LEAD-00511,Solstice Solutions,SaaS & Cloud Software,Organic Search,5000.0,38.6,New,2026-03-18,David Kim
LEAD-00512,Stratosphere Health,SaaS & Cloud Software,Cold Outreach,5000.0,60.8,Lost,2026-03-30,Alex Rivera
LEAD-00513,Nexus Global,Retail & E-Commerce,Cold Outreach,12000.0,19.8,Contacted,2025-09-07,Priya Patel
LEAD-00514,Quantum Global,Media & Entertainment,Inbound Demo Request,35000.0,75.0,Qualified,2025-09-23,Sarah Jenkins
LEAD-00515,Synapse Digital,Financial Services & FinTech,Organic Search,5000.0,24.5,Contacted,2026-04-29,David Kim
LEAD-00516,Synapse Labs,SaaS & Cloud Software,Cold Outreach,12000.0,45.3,New,2026-07-13,Emily Watson
LEAD-00517,Solstice Systems,Retail & E-Commerce,Referral,60000.0,83.3,Won,2025-10-31,Sarah Jenkins
LEAD-00518,Apex Analytics,Media & Entertainment,Inbound Demo Request,60000.0,71.5,Won,2026-04-01,Alex Rivera
LEAD-00519,Catalyst Logistics,SaaS & Cloud Software,Webinar,20000.0,67.8,Proposal Sent,2025-11-02,Sarah Jenkins
LEAD-00520,Nexus Health,Professional Services & Consulting,Partner Channel,5000.0,52.7,Lost,2025-12-02,Alex Rivera
LEAD-00521,Nexus Logistics,Telecommunications,Inbound Demo Request,15000.0,83.5,Proposal Sent,2025-10-21,Sarah Jenkins
LEAD-00522,Solstice Enterprises,Manufacturing & Industrial,Partner Channel,5000.0,20.6,Lost,2026-06-11,Priya Patel
LEAD-00523,Hyperion Partners,Financial Services & FinTech,Webinar,20000.0,68.0,Proposal Sent,2026-04-08,Michael Chang
LEAD-00524,Stratosphere Labs,Retail & E-Commerce,Cold Outreach,12000.0,32.0,Contacted,2026-04-14,Sarah Jenkins
LEAD-00525,Aura Logistics,Financial Services & FinTech,Partner Channel,12000.0,53.2,Lost,2026-01-22,Emily Watson
LEAD-00526,Hyperion Analytics,Retail & E-Commerce,Webinar,8000.0,63.1,Qualified,2025-10-30,David Kim
LEAD-00527,Stratosphere Systems,Financial Services & FinTech,LinkedIn Campaign,20000.0,49.9,Proposal Sent,2026-01-29,Michael Chang
LEAD-00528,Pinnacle Partners,Financial Services & FinTech,Webinar,20000.0,77.7,Qualified,2025-10-03,Emily Watson
LEAD-00529,Stratosphere Partners,Financial Services & FinTech,Referral,35000.0,73.7,Qualified,2026-02-21,Michael Chang
LEAD-00530,Cognitive Global,Professional Services & Consulting,Inbound Demo Request,120000.0,74.7,Qualified,2026-06-14,Michael Chang
LEAD-00531,Prism Health,Financial Services & FinTech,Inbound Demo Request,15000.0,61.8,Proposal Sent,2026-02-20,Emily Watson
LEAD-00532,Horizon Technologies,Professional Services & Consulting,Organic Search,5000.0,24.6,New,2026-01-26,Emily Watson
LEAD-00533,Beacon Systems,Retail & E-Commerce,Referral,15000.0,58.3,Negotiation,2025-10-10,Priya Patel
LEAD-00534,Zenith Global,Healthcare & Life Sciences,Organic Search,5000.0,49.3,Contacted,2025-11-14,Alex Rivera
LEAD-00535,Quantum Global,Retail & E-Commerce,Referral,15000.0,56.7,Proposal Sent,2026-03-03,Priya Patel
LEAD-00536,Synapse Digital,Manufacturing & Industrial,LinkedIn Campaign,45000.0,54.0,Contacted,2026-02-13,Alex Rivera
LEAD-00537,Cognitive Systems,SaaS & Cloud Software,Inbound Demo Request,60000.0,78.9,Qualified,2026-03-02,Michael Chang
LEAD-00538,Catalyst Digital,Media & Entertainment,Organic Search,5000.0,34.5,Contacted,2025-10-05,Sarah Jenkins
LEAD-00539,Aura Dynamics,Telecommunications,Referral,15000.0,76.5,Qualified,2026-01-26,Priya Patel
LEAD-00540,Aura Digital,Manufacturing & Industrial,LinkedIn Campaign,45000.0,55.4,Proposal Sent,2026-06-06,Emily Watson
LEAD-00541,Cognitive Labs,SaaS & Cloud Software,Cold Outreach,5000.0,53.5,New,2025-11-30,Michael Chang
LEAD-00542,Omni Dynamics,Professional Services & Consulting,Cold Outreach,12000.0,36.3,Lost,2026-02-23,Alex Rivera
LEAD-00543,Vertex Analytics,SaaS & Cloud Software,Webinar,8000.0,58.0,Contacted,2026-07-11,Emily Watson
LEAD-00544,Acro Analytics,Healthcare & Life Sciences,Referral,35000.0,91.5,Qualified,2025-10-15,Priya Patel
LEAD-00545,CoreTech Labs,Media & Entertainment,Inbound Demo Request,120000.0,91.5,Qualified,2025-10-25,David Kim
LEAD-00546,Horizon Logistics,Media & Entertainment,Inbound Demo Request,15000.0,94.0,Won,2025-10-19,Alex Rivera
LEAD-00547,Horizon Labs,Media & Entertainment,Partner Channel,12000.0,49.8,Contacted,2026-06-18,Alex Rivera
LEAD-00548,Starlight Global,Professional Services & Consulting,Referral,35000.0,99.0,Proposal Sent,2025-12-18,Sarah Jenkins
LEAD-00549,Velocity Systems,Financial Services & FinTech,Inbound Demo Request,120000.0,57.8,Proposal Sent,2026-01-15,Alex Rivera
LEAD-00550,Stratosphere Innovations,Retail & E-Commerce,Partner Channel,5000.0,32.1,Contacted,2025-12-30,Priya Patel
LEAD-00551,Vanguard Global,Telecommunications,Webinar,8000.0,52.2,Contacted,2026-08-13,Michael Chang
LEAD-00552,Vanguard Health,Telecommunications,LinkedIn Campaign,20000.0,57.5,Qualified,2025-11-14,Sarah Jenkins
LEAD-00553,Horizon Systems,Healthcare & Life Sciences,Cold Outreach,5000.0,56.2,Lost,2026-08-30,Alex Rivera
LEAD-00554,Cognitive Innovations,Manufacturing & Industrial,Referral,15000.0,86.2,Proposal Sent,2026-01-25,Alex Rivera
LEAD-00555,Vertex Innovations,Professional Services & Consulting,Partner Channel,12000.0,53.3,Lost,2026-02-21,Michael Chang
LEAD-00556,Synapse Dynamics,Manufacturing & Industrial,Cold Outreach,12000.0,49.9,Won,2025-09-29,David Kim
LEAD-00557,Velocity Partners,Manufacturing & Industrial,Referral,60000.0,72.5,Proposal Sent,2025-10-26,Michael Chang
LEAD-00558,Elevate Digital,Financial Services & FinTech,Referral,15000.0,99.0,Won,2025-10-01,Michael Chang
LEAD-00559,Zenith Solutions,Professional Services & Consulting,Referral,15000.0,77.3,Won,2025-09-30,Priya Patel
LEAD-00560,Meridian Labs,Media & Entertainment,Cold Outreach,5000.0,40.8,New,2026-06-19,Alex Rivera
LEAD-00561,Synapse Capital,Financial Services & FinTech,Referral,35000.0,80.5,Won,2026-02-23,Priya Patel
LEAD-00562,Horizon Health,Financial Services & FinTech,Partner Channel,5000.0,34.8,New,2026-05-14,Priya Patel
LEAD-00563,Solstice Analytics,SaaS & Cloud Software,Partner Channel,5000.0,35.3,Lost,2026-06-21,David Kim
LEAD-00564,Horizon Innovations,SaaS & Cloud Software,Referral,60000.0,73.6,Negotiation,2025-09-17,Sarah Jenkins
LEAD-00565,Vanguard Capital,Financial Services & FinTech,Referral,15000.0,64.0,Negotiation,2025-10-06,Priya Patel
LEAD-00566,Vanguard Dynamics,SaaS & Cloud Software,Webinar,8000.0,62.5,Contacted,2026-01-26,Emily Watson
LEAD-00567,Apex Health,Telecommunications,Referral,15000.0,78.8,Lost,2026-02-17,Alex Rivera
LEAD-00568,Vanguard Analytics,Retail & E-Commerce,Partner Channel,25000.0,49.9,Qualified,2025-11-22,Emily Watson
LEAD-00569,Vertex Dynamics,Telecommunications,Partner Channel,12000.0,15.6,Lost,2026-01-13,Sarah Jenkins
LEAD-00570,Acro Dynamics,SaaS & Cloud Software,LinkedIn Campaign,45000.0,78.3,Contacted,2026-03-08,David Kim
LEAD-00571,Vanguard Digital,Retail & E-Commerce,Cold Outreach,12000.0,5.0,Lost,2026-03-31,Michael Chang
LEAD-00572,Pinnacle Health,Telecommunications,Partner Channel,5000.0,20.8,Contacted,2026-08-04,Sarah Jenkins
LEAD-00573,Velocity Health,Financial Services & FinTech,Referral,35000.0,61.7,Won,2026-06-20,Alex Rivera
LEAD-00574,Stratosphere Solutions,Manufacturing & Industrial,LinkedIn Campaign,8000.0,71.5,Contacted,2026-05-22,David Kim
LEAD-00575,CoreTech Partners,SaaS & Cloud Software,Organic Search,5000.0,24.8,Lost,2026-04-13,Michael Chang
LEAD-00576,Beacon Technologies,SaaS & Cloud Software,LinkedIn Campaign,20000.0,58.6,Qualified,2026-04-01,David Kim
LEAD-00577,Vertex Health,Retail & E-Commerce,Partner Channel,12000.0,39.3,Contacted,2025-11-02,Alex Rivera
LEAD-00578,Stratosphere Innovations,Healthcare & Life Sciences,Referral,15000.0,85.3,Proposal Sent,2026-06-20,Alex Rivera
LEAD-00579,Meridian Partners,Manufacturing & Industrial,Inbound Demo Request,60000.0,99.0,Won,2025-12-15,Sarah Jenkins
LEAD-00580,Prism Partners,Media & Entertainment,Partner Channel,5000.0,59.8,New,2026-04-03,Sarah Jenkins
LEAD-00581,Aegis Innovations,SaaS & Cloud Software,Referral,35000.0,73.0,Won,2026-08-22,Michael Chang
LEAD-00582,Omni Systems,SaaS & Cloud Software,Referral,60000.0,65.6,Proposal Sent,2026-07-14,Sarah Jenkins
LEAD-00583,Vertex Logistics,Telecommunications,LinkedIn Campaign,8000.0,72.3,Contacted,2025-11-21,Sarah Jenkins
LEAD-00584,Catalyst Solutions,Healthcare & Life Sciences,Inbound Demo Request,35000.0,86.1,Won,2026-02-26,Sarah Jenkins
LEAD-00585,Nexus Analytics,Professional Services & Consulting,Webinar,8000.0,62.0,Qualified,2026-02-25,Michael Chang
LEAD-00586,Stratosphere Innovations,Retail & E-Commerce,Inbound Demo Request,60000.0,99.0,Won,2025-12-31,Alex Rivera
LEAD-00587,CoreTech Systems,Telecommunications,Organic Search,5000.0,50.3,Contacted,2026-06-04,Priya Patel
LEAD-00588,Stratosphere Labs,Media & Entertainment,Organic Search,12000.0,26.5,Contacted,2026-02-26,Michael Chang
LEAD-00589,Horizon Enterprises,Financial Services & FinTech,Webinar,45000.0,94.9,Qualified,2026-08-06,Priya Patel
LEAD-00590,Horizon Dynamics,Telecommunications,Cold Outreach,12000.0,28.1,Contacted,2026-08-27,Michael Chang
LEAD-00591,Synapse Enterprises,Financial Services & FinTech,Organic Search,5000.0,56.7,New,2026-04-30,David Kim
LEAD-00592,Aegis Partners,Telecommunications,Referral,35000.0,69.0,Negotiation,2026-01-08,David Kim
LEAD-00593,Elevate Enterprises,Telecommunications,Organic Search,25000.0,18.4,Contacted,2026-02-09,Priya Patel
LEAD-00594,Horizon Innovations,Retail & E-Commerce,Inbound Demo Request,15000.0,65.8,Proposal Sent,2025-09-19,Emily Watson
LEAD-00595,Vanguard Partners,Manufacturing & Industrial,Inbound Demo Request,15000.0,88.5,Won,2026-02-17,Sarah Jenkins
LEAD-00596,Vertex Global,Financial Services & FinTech,Webinar,45000.0,50.8,Proposal Sent,2025-11-15,Emily Watson
LEAD-00597,Elevate Dynamics,Retail & E-Commerce,Webinar,45000.0,53.1,Won,2025-12-29,Emily Watson
LEAD-00598,Hyperion Capital,Financial Services & FinTech,Referral,15000.0,70.4,Won,2026-02-11,Michael Chang
LEAD-00599,Apex Analytics,Financial Services & FinTech,LinkedIn Campaign,20000.0,46.7,Lost,2025-10-24,David Kim
LEAD-00600,Cognitive Partners,Healthcare & Life Sciences,Webinar,45000.0,38.4,Proposal Sent,2026-01-14,Alex Rivera
LEAD-00601,Starlight Labs,Financial Services & FinTech,LinkedIn Campaign,8000.0,54.6,Qualified,2026-03-03,Sarah Jenkins
LEAD-00602,Vertex Enterprises,Telecommunications,LinkedIn Campaign,8000.0,62.8,Contacted,2026-02-25,Michael Chang
LEAD-00603,Stratosphere Technologies,Financial Services & FinTech,Organic Search,5000.0,23.6,Lost,2025-12-01,Emily Watson
LEAD-00604,Nexus Innovations,Professional Services & Consulting,LinkedIn Campaign,45000.0,75.5,Proposal Sent,2026-03-17,Priya Patel
LEAD-00605,Nexus Partners,Financial Services & FinTech,Organic Search,12000.0,29.5,Lost,2025-11-15,Alex Rivera
LEAD-00606,Aura Partners,SaaS & Cloud Software,Webinar,8000.0,57.1,Qualified,2026-08-17,Emily Watson
LEAD-00607,Zenith Global,Media & Entertainment,Inbound Demo Request,120000.0,96.0,Won,2025-11-01,David Kim
LEAD-00608,Aura Health,Financial Services & FinTech,Inbound Demo Request,60000.0,71.4,Lost,2026-01-15,David Kim
LEAD-00609,Hyperion Enterprises,Retail & E-Commerce,Referral,15000.0,91.6,Proposal Sent,2025-11-23,Michael Chang
LEAD-00610,Hyperion Digital,Manufacturing & Industrial,Webinar,20000.0,39.5,Qualified,2025-10-08,Michael Chang
LEAD-00611,Synapse Technologies,SaaS & Cloud Software,Partner Channel,12000.0,19.5,New,2026-04-17,Michael Chang
LEAD-00612,Omni Solutions,SaaS & Cloud Software,Partner Channel,5000.0,31.1,New,2025-10-22,Michael Chang
LEAD-00613,Hyperion Labs,Media & Entertainment,Partner Channel,12000.0,37.1,Lost,2026-07-10,Priya Patel
LEAD-00614,Pinnacle Analytics,Telecommunications,Organic Search,12000.0,32.2,Lost,2025-12-24,Alex Rivera
LEAD-00615,Pinnacle Systems,Manufacturing & Industrial,Inbound Demo Request,35000.0,87.0,Negotiation,2026-02-05,Alex Rivera
LEAD-00616,Quantum Systems,Healthcare & Life Sciences,Organic Search,12000.0,31.7,Contacted,2026-06-13,Emily Watson
LEAD-00617,Synapse Solutions,Healthcare & Life Sciences,Inbound Demo Request,15000.0,93.4,Won,2026-08-12,Emily Watson
LEAD-00618,Omni Solutions,Retail & E-Commerce,Referral,35000.0,97.0,Negotiation,2026-01-24,Priya Patel
LEAD-00619,Aegis Innovations,Financial Services & FinTech,LinkedIn Campaign,20000.0,81.1,Contacted,2025-11-03,Priya Patel
LEAD-00620,Starlight Dynamics,Media & Entertainment,LinkedIn Campaign,20000.0,35.2,Proposal Sent,2026-01-07,Alex Rivera
LEAD-00621,Elevate Solutions,Telecommunications,Referral,15000.0,84.1,Won,2026-02-10,Priya Patel
LEAD-00622,Starlight Labs,Telecommunications,Partner Channel,5000.0,35.0,New,2026-07-29,Alex Rivera
LEAD-00623,Omni Health,Telecommunications,Referral,35000.0,61.6,Lost,2026-05-01,Emily Watson
LEAD-00624,Prism Global,Retail & E-Commerce,Partner Channel,12000.0,30.1,Contacted,2025-10-29,Emily Watson
LEAD-00625,Velocity Digital,Healthcare & Life Sciences,Referral,60000.0,70.5,Qualified,2026-05-07,Emily Watson
LEAD-00626,Aura Health,Professional Services & Consulting,Inbound Demo Request,35000.0,89.4,Proposal Sent,2025-10-23,Priya Patel
LEAD-00627,Hyperion Technologies,Media & Entertainment,Organic Search,5000.0,27.9,Contacted,2026-06-20,Emily Watson
LEAD-00628,Apex Enterprises,Telecommunications,Organic Search,5000.0,22.2,Contacted,2025-09-23,David Kim
LEAD-00629,Aura Systems,Media & Entertainment,Referral,60000.0,79.4,Won,2026-02-07,Michael Chang
LEAD-00630,Stratosphere Labs,SaaS & Cloud Software,Webinar,45000.0,77.8,Contacted,2026-04-25,Emily Watson
LEAD-00631,Pinnacle Systems,Financial Services & FinTech,LinkedIn Campaign,20000.0,95.0,Won,2026-08-19,Michael Chang
LEAD-00632,Solstice Solutions,Telecommunications,LinkedIn Campaign,8000.0,79.2,Qualified,2026-02-04,Michael Chang
LEAD-00633,Vanguard Solutions,Healthcare & Life Sciences,Referral,15000.0,93.7,Won,2026-01-12,Priya Patel
LEAD-00634,Horizon Dynamics,Media & Entertainment,Webinar,45000.0,53.8,Qualified,2026-05-01,Michael Chang
LEAD-00635,Cognitive Partners,Telecommunications,LinkedIn Campaign,8000.0,55.3,Contacted,2026-03-08,Alex Rivera
LEAD-00636,Prism Logistics,Media & Entertainment,Organic Search,25000.0,37.9,Lost,2026-07-09,Alex Rivera
LEAD-00637,Velocity Solutions,Media & Entertainment,Cold Outreach,12000.0,65.6,Qualified,2025-12-12,David Kim
LEAD-00638,Prism Digital,Financial Services & FinTech,Cold Outreach,25000.0,59.4,Lost,2026-02-04,Emily Watson
LEAD-00639,Velocity Enterprises,Media & Entertainment,Inbound Demo Request,15000.0,58.0,Won,2026-06-25,Michael Chang
LEAD-00640,CoreTech Global,SaaS & Cloud Software,Cold Outreach,5000.0,60.1,Qualified,2025-12-28,David Kim
LEAD-00641,Quantum Innovations,Media & Entertainment,Inbound Demo Request,15000.0,98.4,Negotiation,2026-05-18,Priya Patel
LEAD-00642,Catalyst Enterprises,Financial Services & FinTech,Organic Search,5000.0,47.0,Lost,2026-01-13,Emily Watson
LEAD-00643,Elevate Global,Financial Services & FinTech,Inbound Demo Request,15000.0,59.2,Proposal Sent,2026-01-05,Michael Chang
LEAD-00644,Starlight Dynamics,Healthcare & Life Sciences,Webinar,20000.0,71.0,Won,2025-10-13,Michael Chang
LEAD-00645,Hyperion Digital,Healthcare & Life Sciences,Referral,35000.0,91.0,Proposal Sent,2026-06-23,David Kim
LEAD-00646,Acro Capital,Telecommunications,Webinar,8000.0,62.6,Proposal Sent,2026-06-05,Alex Rivera
LEAD-00647,Vanguard Logistics,Professional Services & Consulting,Cold Outreach,5000.0,49.1,Contacted,2025-10-28,Alex Rivera
LEAD-00648,Omni Digital,Healthcare & Life Sciences,Webinar,8000.0,42.6,Contacted,2026-05-24,Sarah Jenkins
LEAD-00649,Vanguard Logistics,Healthcare & Life Sciences,Inbound Demo Request,120000.0,67.7,Proposal Sent,2026-03-26,David Kim
LEAD-00650,Pinnacle Capital,Media & Entertainment,Inbound Demo Request,35000.0,86.2,Won,2026-02-25,David Kim
LEAD-00651,Aura Analytics,Manufacturing & Industrial,Webinar,8000.0,61.0,Qualified,2026-02-24,Michael Chang
LEAD-00652,Cognitive Capital,Telecommunications,Referral,120000.0,73.5,Lost,2026-04-13,David Kim
LEAD-00653,Cognitive Labs,Manufacturing & Industrial,Cold Outreach,12000.0,46.3,Contacted,2026-04-19,David Kim
LEAD-00654,Prism Analytics,Professional Services & Consulting,Partner Channel,5000.0,27.8,Lost,2025-12-24,Michael Chang
LEAD-00655,Elevate Capital,Manufacturing & Industrial,Organic Search,12000.0,46.9,Contacted,2025-10-08,Michael Chang
LEAD-00656,Vanguard Dynamics,SaaS & Cloud Software,Cold Outreach,12000.0,74.0,New,2026-03-24,Sarah Jenkins
LEAD-00657,Elevate Enterprises,SaaS & Cloud Software,Partner Channel,5000.0,66.4,Contacted,2026-05-24,Michael Chang
LEAD-00658,Catalyst Solutions,Media & Entertainment,LinkedIn Campaign,45000.0,70.3,Qualified,2026-01-05,David Kim
LEAD-00659,Apex Digital,Financial Services & FinTech,LinkedIn Campaign,8000.0,64.9,Won,2025-09-14,Sarah Jenkins
LEAD-00660,Catalyst Labs,Retail & E-Commerce,Cold Outreach,12000.0,5.7,Lost,2025-11-28,David Kim
LEAD-00661,Cognitive Enterprises,Professional Services & Consulting,Referral,35000.0,97.5,Won,2025-11-15,Michael Chang
LEAD-00662,Vanguard Logistics,Telecommunications,Webinar,8000.0,49.2,Contacted,2026-04-28,Alex Rivera
LEAD-00663,Pinnacle Logistics,SaaS & Cloud Software,LinkedIn Campaign,20000.0,70.8,Contacted,2025-11-05,Emily Watson
LEAD-00664,Horizon Dynamics,Telecommunications,Webinar,8000.0,46.8,Won,2025-11-30,Emily Watson
LEAD-00665,Prism Digital,SaaS & Cloud Software,LinkedIn Campaign,8000.0,74.0,Lost,2026-02-09,David Kim
LEAD-00666,Zenith Partners,Professional Services & Consulting,Partner Channel,25000.0,65.9,Qualified,2026-01-26,Emily Watson
LEAD-00667,Omni Global,Professional Services & Consulting,Cold Outreach,5000.0,42.8,Won,2026-06-02,Alex Rivera
LEAD-00668,Vertex Innovations,Media & Entertainment,Webinar,8000.0,46.6,Qualified,2025-12-10,Michael Chang
LEAD-00669,Horizon Health,Professional Services & Consulting,LinkedIn Campaign,8000.0,67.9,Qualified,2026-05-31,Priya Patel
LEAD-00670,Beacon Innovations,Retail & E-Commerce,LinkedIn Campaign,8000.0,45.7,Proposal Sent,2026-04-27,Michael Chang
LEAD-00671,Stratosphere Health,Media & Entertainment,Inbound Demo Request,60000.0,86.2,Proposal Sent,2026-04-21,David Kim
